0					
0	-1	1	1	1650	0
0	-1	1	2	825	0
1	-1	1	255	13650	0
1	-1	1	0	2925	0
1	-1	1	1	1950	0
1	-1	1	2	975	0
3	-1	1	255	13650	0
3	-1	1	0	2925	0
3	-1	1	1	1950	0
3	-1	1	2	975	0
0	2	1	255	1400	700000
0	2	1	0	300	175000
0	2	1	1	200	100000
0	2	1	2	100	25000
end					
