1	"After reaching Lv.5, return to Shadow Phantom"	0	0																										
1	2	1	-1	30	-1	-1	17	0	63	195	5000	3000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
11	"Hunt Contaminated Butterflies in Elbeland"	0	0																										
0	1	2	1	2	257	5	1700	0	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1
1	2	421	-1	30	-1	-1	267	51	132	212	5000	3000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
12	"Tutorial: Learn Skill [Elf]"	0	0																										
0	1	2	1	2	257	5	1700	0	-1	-1	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6	-1	-1	-1	-1	-1	17	0	167	129	300	0	0	4	8	3	12	11	1	-1	-1	-1	-1	-1	-1				
13	"Tutorial: Learn Skill [Dark Knight]"	0	0																										
0	1	2	1	2	257	5	1700	0	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6	-1	-1	-1	-1	-1	17	0	167	129	300	0	0	1	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1				
14	"Tutorial: Learn Skill [Dark Wizard]"	0	0																										
0	1	2	1	2	257	5	1700	0	-1	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6	-1	-1	-1	-1	-1	17	0	167	129	300	0	0	15	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
15	"Tutorial: Learn Skill [Summoner]"	0	0																										
0	1	2	1	2	257	5	1700	0	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1	6	-1	-1	-1	-1	-1	17	0	167	129	300	0	0	15	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
16	"After reaching Lv.25, return to Shadow Phantom"	0	0																										
0	1	2	1	2	257	5	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	3	25	-1	-1	-1	-1	17	0	167	129	50	50	0	13	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
17	"Tutorial: Learn Skills (Overview)"	0	0																										
0	1	2	1	2	257	25	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	6	-1	-1	-1	-1	-1	17	0	167	129	3000	40000	0	13	0	1	13	20	1	13	20	2	-1	-1	-1				
18	"Lorencia ? Shadow Phantom¡¯s Request"	0	0																										
0	2	2	1	1	50	50	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	5	-1	-1	-1	-1	-1	17	0	167	129	85	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
19	"Listen to the Chaos Castle quest (Lv.50?399)"	0	0																										
0	2	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	6	-1	-1	-1	-1	-1	17	0	167	129	85	100	0	13	29	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
20	"Prepare the required items for Chaos Castle"	0	0																										
0	2	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	12	-1	40	-1	-1	2	1	84	190	0	0	0	14	2	10	14	5	10	14	35	1	-1	-1	-1				
21	"Get 1 monster kill in Chaos Castle"	0	0																										
0	2	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	16	-1	-1	1	-1	-1	17	0	167	129	0	100000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
22	"Clear Chaos Castle once"	0	0																										
0	2	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	10	-1	-1	1	-1	-1	17	0	167	129	100000	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
23	"Listen to the Chaos Castle quest (Lv.400?599)"	0	0																										
0	2	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	6	-1	-1	-1	-1	-1	17	0	167	129	85	100	0	13	29	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
24	"Prepare the required items for Chaos Castle"	0	0																										
0	2	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	13	-1	60	-1	-1	6	1	116	75	0	0	0	14	3	5	14	6	5	14	35	2	-1	-1	-1				
25	"Get 3 monster kills in Chaos Castle"	0	0																										
0	2	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	16	-1	-1	3	-1	-1	17	0	167	129	0	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
26	"Clear Chaos Castle once"	0	0																										
0	2	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	10	-1	-1	1	-1	-1	17	0	167	129	400000	300000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
27	"Prepare the required items for Chaos Castle"	0	0																										
0	2	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	10	-1	80	-1	-1	14	1	30	116	0	0	0	14	3	10	14	6	10	14	35	5	-1	-1	-1				
28	"Get 5 monster kills in Chaos Castle"	0	0																										
0	2	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	16	-1	-1	5	-1	-1	17	0	167	129	800000	500000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
29	"Clear Chaos Castle once"	0	0																										
0	2	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	10	-1	-1	1	-1	-1	17	0	167	129	1000000	0	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
30	"Prepare the required items for Chaos Castle"	0	0																										
0	2	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	37	-1	100	-1	-1	35	4	107	106	0	0	0	14	36	5	14	38	5	-1	-1	-1	-1	-1	-1				
31	"Get 1 player kill in Chaos Castle"	0	0																										
0	2	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	11	-1	-1	1	-1	-1	17	0	167	129	0	300000	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
32	"Clear Chaos Castle once"	0	0																										
0	2	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	10	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
33	"Prepare the required items for Chaos Castle"	0	0																										
0	2	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	70	-1	100	-1	-1	63	10	91	63	0	0	0	14	37	3	14	39	10	-1	-1	-1	-1	-1	-1				
34	"Get 3 player kills in Chaos Castle"	0	0																										
0	2	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	11	-1	-1	3	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
35	"Clear Chaos Castle once"	0	0																										
0	2	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	10	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
36	"Prepare the required items for Chaos Castle"	0	0																										
0	2	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	61	-1	100	-1	-1	77	8	93	188	0	0	0	14	37	7	14	40	10	-1	-1	-1	-1	-1	-1				
37	"Get 5 player kills in Chaos Castle"	0	0																										
0	2	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	11	-1	-1	5	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
38	"Clear Chaos Castle once"	0	0																										
0	2	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	10	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
39	"Prepare the required items for Chaos Castle"	0	0																										
0	2	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	444	-1	100	-1	-1	278	56	227	10	0	0	0	14	37	10	14	40	15	-1	-1	-1	-1	-1	-1				
40	"Get 7 player kills in Chaos Castle"	0	0																										
0	2	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	11	-1	-1	7	-1	-1	17	0	167	129	0	0	0	14	14	2	-1	-1	-1	-1	-1	-1	-1	-1	-1				
41	"Clear Chaos Castle once"	0	0																										
0	2	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	10	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	2	-1	-1	-1	-1	-1	-1	-1	-1	-1				
42	"Listen to the Blood Castle quest (Lv.50?399)"	0	0																										
0	3	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	6	-1	-1	-1	-1	-1	17	0	167	129	10000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
43	"Prepare the required items for Blood Castle"	0	0																										
0	3	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	5	-1	40	-1	-1	6	1	175	119	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
44	"Destroy the gate once in Blood Castle"	0	0																										
0	3	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	13	-1	-1	1	-1	-1	17	0	167	129	0	100000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
45	"Clear Blood Castle once"	0	0																										
0	3	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	12	-1	-1	1	-1	-1	17	0	167	129	100000	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
46	"Listen to the Blood Castle quest (Lv.400?599)"	0	0																										
0	3	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	6	-1	-1	-1	-1	-1	17	0	167	129	200000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
47	"Prepare the required items for Blood Castle"	0	0																										
0	3	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	8	-1	40	-1	-1	6	1	117	31	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
48	"Destroy the gate once in Blood Castle"	0	0																										
0	3	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	13	-1	-1	1	-1	-1	17	0	167	129	0	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
49	"Clear Blood Castle once"	0	0																										
0	3	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	12	-1	-1	1	-1	-1	17	0	167	129	400000	300000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
50	"Prepare the required items for Blood Castle"	0	0																										
0	3	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	40	-1	80	-1	-1	37	4	127	24	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
51	"Destroy the gate once in Blood Castle"	0	0																										
0	3	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	13	-1	-1	1	-1	-1	17	0	167	129	800000	500000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
52	"Clear Blood Castle once"	0	0																										
0	3	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	12	-1	-1	1	-1	-1	17	0	167	129	1000000	0	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
53	"Prepare the required items for Blood Castle"	0	0																										
0	3	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	71	-1	100	-1	-1	63	10	66	75	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
54	"Destroy the gate once in Blood Castle"	0	0																										
0	3	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	13	-1	-1	1	-1	-1	17	0	167	129	0	500000	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
55	"Clear Blood Castle once"	0	0																										
0	3	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	12	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
56	"Prepare the required items for Blood Castle"	0	0																										
0	3	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	58	-1	100	-1	-1	57	8	30	112	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
57	"Destroy the gate once in Blood Castle"	0	0																										
0	3	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	13	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
58	"Clear Blood Castle once"	0	0																										
0	3	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	12	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
59	"Prepare the required items for Blood Castle"	0	0																										
0	3	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	72	-1	100	-1	-1	63	10	44	131	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
60	"Destroy the gate once in Blood Castle"	0	0																										
0	3	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	13	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
61	"Clear Blood Castle once"	0	0																										
0	3	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	12	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
62	"Prepare the required items for Blood Castle"	0	0																										
0	3	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	359	-1	100	-1	-1	130	38	125	97	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
63	"Destroy the gate once in Blood Castle"	0	0																										
0	3	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	13	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	14	2	-1	-1	-1	-1	-1	-1	-1	-1	-1				
64	"Clear Blood Castle once"	0	0																										
0	3	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	12	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	2	-1	-1	-1	-1	-1	-1	-1	-1	-1				
65	"Listen to the Devil Square quest (Lv.50?399)"	0	0																										
0	4	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	6	-1	-1	-1	-1	-1	17	0	167	129	10000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
66	"Gather the required items for Devil Square"	0	0																										
0	4	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	422	-1	40	-1	-1	268	51	78	58	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
67	"Earn 50 points in Devil Square"	0	0																										
0	4	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	15	-1	-1	50	-1	-1	17	0	167	129	0	100000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
68	"Clear Devil Square once"	0	0																										
0	4	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	14	-1	-1	1	-1	-1	17	0	167	129	100000	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
69	"Listen to the Devil Square quest (Lv.400?599)"	0	0																										
0	4	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	6	-1	-1	-1	-1	-1	17	0	167	129	200000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
70	"Gather the required items for Devil Square"	0	0																										
0	4	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	41	-1	60	-1	-1	33	4	118	230	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
71	"Earn 100 points in Devil Square"	0	0																										
0	4	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	15	-1	-1	100	-1	-1	17	0	167	129	0	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
72	"Clear Devil Square once"	0	0																										
0	4	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	14	-1	-1	1	-1	-1	17	0	167	129	400000	300000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
73	"Gather the required items for Devil Square"	0	0																										
0	4	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	69	-1	80	-1	-1	63	10	17	19	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
74	"Earn 130 points in Devil Square"	0	0																										
0	4	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	15	-1	-1	130	-1	-1	17	0	167	129	800000	500000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
75	"Clear Devil Square once"	0	0																										
0	4	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	14	-1	-1	1	-1	-1	17	0	167	129	1000000	0	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
76	"Gather the required items for Devil Square"	0	0																										
0	4	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	57	-1	100	-1	-1	57	8	60	83	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
77	"Earn 160 points in Devil Square"	0	0																										
0	4	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	15	-1	-1	160	-1	-1	17	0	167	129	0	500000	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
78	"Clear Devil Square once"	0	0																										
0	4	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	14	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
79	"Gather the required items for Devil Square"	0	0																										
0	4	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	61	-1	100	-1	-1	77	8	93	188	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
80	"Earn 190 points in Devil Square"	0	0																										
0	4	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	15	-1	-1	190	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
81	"Clear Devil Square once"	0	0																										
0	4	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	14	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
82	"Gather the required items for Devil Square"	0	0																										
0	4	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	454	-1	120	-1	-1	287	57	182	204	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
83	"Earn 210 points in Devil Square"	0	0																										
0	4	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	15	-1	-1	210	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
84	"Clear Devil Square once"	0	0																										
0	4	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	14	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
85	"Gather the required items for Devil Square"	0	0																										
0	4	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	445	-1	140	-1	-1	278	56	228	10	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
86	"Earn 240 points in Devil Square"	0	0																										
0	4	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	15	-1	-1	240	-1	-1	17	0	167	129	0	0	0	14	14	2	-1	-1	-1	-1	-1	-1	-1	-1	-1				
87	"Clear Devil Square once"	0	0																										
0	4	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	14	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	2	-1	-1	-1	-1	-1	-1	-1	-1	-1				
88	"Call from Acheron"	0	0																										
0	8	2	1	1	300	300	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	5	-1	-1	-1	-1	-1	417	91	30	208	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				
89	"The expedition¡¯s sole survivor"	0	0																										
0	8	2	1	2	581	300	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
