115	0.715	0.888	180	-77.04	9.18	0.5742
116	0.5	0.927	-180	-102.15	1.62	0.769494
117	0.5	0.872	-180	-102.15	1.62	0.657781
118	0.5	0.575	-90	0	0	0.71335
119	0.641	0.815	180	-90	6.75	0.824225
120	0.89	0.946	-180	-97.92	25	0.657031
121	0.666	0.906	180	-77.04	9.18	0.574559
122	0.5	0.938	-180	-102.15	1.62	0.712513
123	0.5	0.872	-180	-102.15	1.62	0.587304
124	0.5	0.63	-90	0	0	0.893952
125	0.641	0.815	180	-90	6.75	0.824225
126	0.89	0.927	-180	-97.92	25	0.769494
127	0.666	0.901	180	-77.04	9.18	0.519077
128	0.5	0.957	-180	-102.15	1.62	0.615045
129	0.5	0.872	-180	-102.15	1.62	0.587304
130	0.5	0.63	-90	0	0	0.893952
131	0.641	0.815	180	-90	6.75	0.697518
132	0.89	0.87	-180	-97.92	25	0.63004
133	0.666	0.827	180	-77.04	9.18	0.462846
134	0.5	0.957	-180	-102.15	1.62	0.615045
135	0.5	0.901	-180	-81.36	-0.09	0.615045
136	0.5	0.901	-180	-81.36	-0.09	0.615045
137	0.5	0.702	-90	0	0	0.893952
138	0.641	0.815	180	-90	6.75	0.697518
139	0.89	0.87	-180	-97.92	25	0.63004
140	0.666	0.902	180	-77.04	9.18	0.574559
141	0.5	0.901	-180	-81.36	-0.09	0.615045
512	0.8	0.7	180	270	15	0.55
513	0.8	0.7	180	270	15	0.55
514	0.8	0.7	180	270	15	0.55
515	0.8	0.7	180	270	15	0.55
516	0.8	0.7	180	270	15	0.55
517	0.8	0.7	180	270	25	0.55
518	0.8	0.7	180	270	25	0.55
519	0.8	0.7	180	270	25	0.55
520	0.8	0.7	180	270	25	0.55
1024	0.8	0.7	180	270	15	0.55
1025	0.8	0.7	180	270	15	0.55
1026	0.8	0.7	180	270	15	0.55
1027	0.8	0.72	180	270	25	0.55
1028	0.8	0.7	180	270	15	0.55
1029	0.8	0.83	180	270	25	0.528
1030	0.8	0.8	180	270	25	0.528
1031	0.8	0.7	180	270	15	0.55
1032	0.8	0.75	180	270	15	0.66
1033	0.8	0.75	180	270	15	0.616
1034	0.67	0.65	180	270	15	0.594
1035	0.62	0.6	180	270	10	0.616
1036	0.65	0.67	180	270	12	0.506
1037	0.6	0.5	180	270	10	0.528
1038	0.65	0.54	180	90	13	0.528
1039	0.75	0.65	180	90	13	0.528
1040	0.7	0.73	180	270	15	0.528
1041	0.73	0.69	180	270	15	0.528
1042	0.8	0.65	180	90	12	0.528
1043	0.8	0.7	180	270	15	0.55
1044	0.8	0.7	180	270	25	0.55
1045	0.5	0.2	0	0	0	0.55
1046	0.6	0.78	0	79	190	0.682
1047	0.58	0.67	0	79	181	0.418
1048	0.62	0.6	180	270	10	0.616
1049	0.5	0.65	0	90	190	0.506
1050	0.6	0.6955	0	79	190	0.682
1051	0.6	0.62	0	79	190	0.6347
1052	0.8	0.7	180	270	15	0.55
1053	0.782	0.773	180	270	15	0.78485
1054	0.8	0.754	180	270	15	0.55
1055	0.8	0.773	180	270	15	0.836
1056	0.8	0.811	180	270	15	0.91795
1057	0.8	0.736	180	270	15	0.9691
1058	0.8	0.754	180	270	15	0.9075
1059	0.8	0.662	180	270	15	0.693
1060	0.481	0.6	180	90	8	0.9427
1061	0.8	0.7	180	270	15	0.55
1062	0.8	0.662	180	270	15	0.9735
1063	0.8	0.662	180	270	15	0.87065
1064	0.5	0.575	180	18.45	8.37	1.0032
1065	0.5	0.685	180	70.38	13.41	0.95865
1066	0.5	0.535	-180	-84.78	8.28	0.74745
1067	0.649	0.734	180	-90.45	9.99	0.9526
1068	0.5	0.535	-180	-84.78	8.28	0.74745
1069	0.649	0.734	180	-90.45	9.99	0.812979
1070	0.5	0.535	-180	-84.78	8.28	0.74745
1071	0.649	0.641	180	-90.45	9.99	0.796485
1072	0.5	0.535	-180	-84.78	8.28	0.74745
1073	0.649	0.603	180	-82.08	8.19	0.768744
1074	0.5	0.535	-180	-84.78	8.28	0.741003
1075	0.649	0.659	180	-90.45	13.23	0.866211
1076	0.5	0.758	-180	-84.78	8.28	0.642786
1077	0.649	0.659	180	-90.45	13.23	0.797234
1078	0.519	0.703	0	70	180	0.773242
1079	0.519	0.703	0	70	180	0.773242
1080	0.519	0.721	0	90	180	0.815229
1081	0.519	0.721	0	90	180	0.815229
1082	0.519	0.721	0	70	180	0.800233
1083	0.519	0.703	0	70	180	0.814479
1084	0.519	0.685	0	90	180	0.814479
1085	0.519	0.685	0	90	180	0.814479
1086	0.519	0.685	0	90	180	0.814479
1087	0.519	0.685	0	90	180	0.814479
1088	0.519	0.685	0	90	180	0.814479
1089	0.519	0.685	0	90	180	0.814479
1090	0.519	0.685	0	90	180	0.814479
1091	0.519	0.685	0	90	180	0.814479
1092	0.519	0.704	0	90	180	0.856465
1093	0.519	0.685	0	90	180	0.814479
1094	0.519	0.629	0	90	180	0.785988
1095	0.519	0.629	0	90	180	0.785988
1096	0.519	0.703	0	70	180	0.773242
1097	0.779	0.758	-180	-84.78	8.28	0.642786
1098	0.649	0.639	180	-90.45	13.23	0.615045
1099	0.519	0.629	0	90	180	0.785988
1536	0.6	0.6	0	90	20	0.44
1537	0.6	0.65	180	270	25	0.462
1538	0.77	0.8	180	270	25	0.462
1539	0.67	0.65	180	270	25	0.44
1540	0.7	0.7	180	270	25	0.44
1541	0.65	0.64	180	270	25	0.44
1542	0.67	0.64	180	270	25	0.44
1543	0.6	0.57	180	270	25	0.44
1544	0.7	0.67	180	270	25	0.44
1545	0.6	0.65	180	270	25	0.462
1546	0.7	0.7	180	270	20	0.374
1547	0.6	0.65	180	90	15	0.55
1548	0.6	0.65	180	270	25	0.462
1549	0.61	0.76	180	90	0	0.506
1550	0.53	0.68	180	-90	0	0.44
1551	0.61	0.76	180	-90	0	0.44
1552	0.61	0.76	180	90	0	0.44
1553	0.61	0.76	180	-90	0	0.44
1554	0.5	0.76	180	270	0	0.44
1555	0.55	0.7	0	50	190	0.506
1556	0.55	0.7	0	0	180	0.44
1557	0.61	0.76	180	-90	0	0.44
1558	0.5	0.94	0	-90	180	0.55
1559	0.53	0.87	180	-90	0	0.528
1560	0.55	0.8855	0	50	190	0.6589
1561	0.55	0.8855	0	50	190	0.6171
1562	0.481	0.789	-180	-90	0	0.55
1563	0.481	0.789	-180	-90	0	0.55
1564	0.5	0.9	-180	-180	9	0.594
1565	0.715	1.021	180	90.45	7.47	0.6512
1566	0.593	0.928	180	56.97	6.75	0.6314
1567	0.593	0.928	180	56.97	6.75	0.52855
1568	0.593	0.928	180	56.97	6.75	0.52855
1569	0.593	1.001	180	56.97	6.75	0.555815
1570	0.593	0.827	180	56.97	6.75	0.538571
1571	0.593	0.734	180	56.97	6.75	0.525075
1572	0.593	0.809	180	56.97	6.75	0.566311
2048	0.5	0.6	180	270	25	0.55
2049	0.5	0.6	180	270	25	0.55
2050	0.5	0.6	180	270	25	0.55
//2051	0.5	0.6	180	270	25	0.55
2051	0.535	0.454	180	76.05	0	0.531823
2052	0.5	0.6	180	270	25	0.55
2053	0.5	0.6	180	270	25	0.55
2054	0.5	0.6	180	270	25	0.55
2055	0.5	0.6	0	270	15	0.264
2056	0.65	0.73	90	180	29	0.528
2057	0.6	0.78	90	180	26	0.528
2058	0.7	0.7	90	180	20	0.55
2059	0.7	0.7	90	180	20	0.55
2060	0.69	0.75	90	180	20	0.528
2061	0.69	0.75	90	180	20	0.528
2062	0.69	0.75	90	180	20	0.528
2063	0.7	0.7	0	270	15	0.242
2064	0.7	0.7	90	180	20	0.55
2065	0.5	0.5	0	90	15	0.55
2066	0.69	0.8	90	180	20	0.528
2067	0.7	0.75	90	180	20	0.44
2068	0.5	0.55	180	-90	15	0.55
2069	0.54	0.49	180	-90	15	0.462
2070	0.31	0.54	180	-90	15	0.44
2071	0.31	0.54	180	-90	15	0.682
2072	0.41	0.57	180	-90	15	0.506
2073	0.44	0.54	180	-90	15	0.528
2074	0.7	0.7	90	180	20	0.44
2075	0.5	0.5	0	90	0	0.55
2076	0.5	0.5	0	229	190	0.66
2077	0.5	0.5	0	90	15	0.55
2078	0.5	0.79	90	0	10	0.374
2079	0.5	0.5	0	229	190	0.66
2080	0.5	0.5	0	90	0	0.79475
2081	0.5	0.5	0	90	0	0.76395
2082	0.5	0.444	0	270	0	0.76395
2083	0.5	0.387	0	90	0	0.6919
2084	0.5	0.5	0	90	180	0.572
2085	0.184	0.424	0	90	0	0.63525
2086	0.82	0.5	-180	90	0	0.55
2087	0.5	0.42	-0.8	-82	0	0.77
2088	0.538	0.417	180	92.07	0	0.6314
2089	0.407	0.351	-0.81	90.45	0	0.72325
2090	0.5	0.928	-90	90	173.34	1.42945
2091	0.5	0.928	-90	90	173.34	1.42945
2092	0.5	0.928	-90	90	173.34	1.42945
2093	0.5	0.928	-90	90	173.34	1.42945
2094	0.5	0.928	-90	90	173.34	1.42945
2095	0.5	0.946	-90	90	173.34	0.98945
2096	0.5	0.928	-90	90	173.34	1.42945
2097	0.5	0.928	-90	90	173.34	1.42945
2098	0.5	0.928	-90	90	173.34	1.42945
2099	0.5	0.928	-90	90	173.34	1.42945
2100	0.5	0.928	-90	90	173.34	1.42945
2101	0.5	0.928	-90	90	173.34	1.42945
2102	0.5	0.928	-90	90	173.34	1.42945
2103	0.5	0.928	-90	90	173.34	1.42945
2104	0.369	0.473	180	76.05	0	0.6413
2105	0.5	0.454	0	102.15	0	0.72765
2106	0.369	0.473	180	76.05	0	0.6413
2107	0.5	0.454	0	102.15	0	0.72765
2108	0.5	0.928	-90	90	173.34	1.42945
2109	0.369	0.473	180	76.05	0	0.4774
2110	0.5	0.62	0	102.15	0	0.84975
2111	0.5	0.872	-90	90	173.34	1.42945
2112	0.535	0.454	180	76.05	0	0.435105
2113	0.5	0.529	0	102.15	0	0.612796
2114	0.5	0.872	-90	90	173.34	1.25758
2115	0.535	0.454	180	76.05	0	0.531823
2116	0.5	0.529	0	102.15	0	0.738004
2117	0.648	0.834	-90	90	173.34	0.866211
2118	0.535	0.454	180	76.05	0	0.531823
2119	0.5	0.529	0	102.15	0	0.695269
2120	0.537	0.834	-90	90	173.34	0.920943
2121	0.758	0.454	180	76.05	0	0.531823
2122	0.5	0.529	0	102.15	0	0.695269
2560	0.6	0.55	180	270	15	0.484
2561	0.6	0.55	180	270	25	0.484
2562	0.6	0.55	180	270	25	0.484
2563	0.6	0.55	180	270	25	0.484
2564	0.6	0.55	180	270	25	0.484
2565	0.6	0.55	180	270	15	0.484
2566	0.6	0.55	180	270	15	0.484
2567	0.6	0.55	180	270	25	0.484
2568	0.6	0.55	180	270	25	0.484
2569	0.6	0.55	180	270	15	0.484
2570	0.6	0.55	180	90	15	0.418
2571	0.6	0.55	180	270	15	0.484
2572	0.84	0.77	180	0	8	0.462
2573	0.8	0.5	180	90	8	0.462
2574	0.6	0.47	180	270	15	0.594
2575	0.6	0.55	180	270	15	0.616
2576	0.6	0.55	180	270	15	0.616
2577	0.83	0.51	180	270	15	0.616
2578	0.8	0.55	180	270	15	0.594
2579	0.44	0.6	180	270	15	0.616
2580	0.6	0.55	180	270	15	0.616
2581	0.6	0.55	0	0	0	0.88
2582	0.6	0.55	0	0	0	0.88
2583	0.52	0.55	0	0	0	0.88
2590	0.6	0.55	180	90	10	0.484
2591	0.6	0.55	180	90	10	0.484
2592	0.6	0.55	180	270	15	0.484
2593	0.78	0.67	180	90	10	0.616
2594	0.6	0.65	180	90	10	0.594
2595	0.6	0.57	180	270	15	0.484
2596	0.67	0.49	180	270	15	0.506
2597	0.6	0.55	180	270	25	0.484
2598	0.6	0.55	180	270	15	0.484
2599	0.6	0.55	180	270	15	0.616
2600	0.6	0.55	0	0	0	0.88
2601	0.55	0.63	0	84	190	0.55
2602	0.56	0.55	0	0	204	0.418
2603	0.49	0.73	0	-79	190	0.616
2604	0.53	0.6	0	0	180	0.55
2605	0.6	0.55	180	270	15	0.484
2606	0.6	0.55	180	270	15	0.616
2607	0.52	0.55	0	0	0	0.88
2608	0.6	0.55	180	270	25	0.484
2609	0.5	0.6	0	90	190	0.506
2610	0.38	0.58	0	90	190	0.484
2611	0.55	0.63	0	84	190	0.4983
2612	0.49	0.488	0	-79	190	0.616
2613	0.55	0.63	0	84	190	0.66
2614	0.787	0.636	0	-79	190	0.7788
2615	0.5	0.55	-180	-63	10	0.726
2616	0.63	0.91	-180	-116	6.1	1.1
2621	0.5	0.5	180	15.12	10.8	0.7436
2622	0.5	0.779	180	90.45	0	0.7645
2624	0.5	0.556	-180	76.95	6.66	0.65175
2625	0.388	0.585	180	90	0	0.53845
2626	0.5	0.5	-90	0	0	0.6314
2627	0.704	0.49	-90	72.72	0	1.47455
2628	0.5	0.5	-90	72.72	0	1.47455
2629	0.5	0.5	-90	72.72	0	1.47455
2630	0.704	0.49	-90	72.72	0	1.47455
2631	0.5	0.5	-90	131.31	0	1.15665
2632	0.5	0.5	-90	94.5	0	1.18745
2633	0.399	0.742	-90	104.58	0	1.2078
2634	0.399	0.742	-90	104.58	0	1.2078
2635	0.399	0.742	-90	104.58	0	1.2078
2636	0.399	0.742	-90	104.58	0	1.2078
2637	0.399	0.742	-90	104.58	0	1.2078
2638	0.399	0.742	-90	104.58	0	1.2078
2639	0.399	0.742	-90	104.58	0	1.02245
2640	0.5	0.5	-90	0	0	0.99935
2641	0.5	0.5	-90	0	0	0.81455
2642	0.5	0.5	-90	0	0	1.1209
2643	0.5	0.5	-90	0	0	0.99935
2644	0.5	0.5	-90	0	0	0.99165
2645	0.5	0.5	-90	0	0	0.80795
2646	0.5	0.5	-90	0	0	0.99935
2647	0.5	0.612	-90	0	0	1.034
2648	0.5	0.5	-90	0	0	0.968
2649	0.5	0.611	-90	0	0	0.99935
2650	0.5	0.574	-90	-13.41	0	0.99935
2651	0.5	0.5	-90	0.27	0	0.99935
2652	0.5	0.611	-90	23.49	0	1.0241
2653	0.5	0.5	-90	19.98	0	0.98835
2654	0.5	0.5	-90	134	0	1.0406
2655	0.5	0.556	-180	76.95	6.66	0.65175
2656	0.407	0.585	180	-47.34	0	0.53845
2657	0.5	0.5	-90	0	0	0.6314
2658	0.5	0.5	-90	72.72	0	1.47455
2659	0.5	0.556	-180	76.95	6.66	0.65175
2660	0.407	0.585	180	-116.1	0	0.53845
2661	0.5	0.5	-90	0	0	0.6314
2662	0.399	0.742	-90	180	0	1.02245
2663	0.5	0.964	-90	50.13	0	0.7678
2664	0.5	0.499	-180	76.95	6.66	0.664529
2665	0.407	0.585	180	-116.1	0	0.732756
2666	0.5	1.003	-90	0	0	1.24409
2667	0.378	1.001	-90	-14.22	0	1.2021
2668	0.5	1.094	-90	4.86	0	1.24409
2669	0.668	0.603	-180	-85.32	13.41	0.842219
2670	0.668	0.603	-180	-85.32	13.41	0.940437
2671	0.668	0.603	-180	-85.32	13.41	0.940437
2672	0.668	0.603	-180	-85.32	13.41	0.828724
2673	0.668	0.603	-180	-85.32	13.41	0.828724
2674	0.668	0.603	-180	-85.32	13.41	0.828724
2675	0.668	0.603	-180	-85.32	13.41	0.842969
2676	0.668	0.603	-180	-85.32	13.41	0.842969
2677	0.668	0.547	-180	-88.83	13.41	0.897701
2678	0.668	0.603	-180	-85.32	13.41	0.827974
2679	0.668	0.603	-180	-85.32	13.41	0.882706
2680	0.668	0.603	-180	-85.32	13.41	0.882706
2681	0.668	0.603	-180	90.36	13.41	0.882706
2682	0.668	0.603	-180	-85.32	13.41	0.882706
2683	0.668	0.695	-180	-85.32	13.41	0.797984
2684	0.668	0.603	-180	-85.32	13.41	0.87071
2685	0.668	0.603	-180	-85.32	13.41	0.647285
2686	0.668	0.603	-180	-85.32	13.41	0.940437
2687	0.537	0.928	-90	180	0	0.996668
2688	0.537	0.928	-90	180	0	0.996668
2689	0.537	0.928	-90	180	0	0.996668
2690	0.537	0.928	-90	180	0	1.17661
2691	0.537	0.928	-90	180	0	1.09039
2692	0.537	0.928	-90	180	0	1.10763
2693	0.537	0.928	-90	180	0	1.14887
2694	0.537	0.928	-90	180	0	1.1916
2695	0.5	0.928	-90	180	0	1.14887
2696	0.537	0.928	-90	180	0	1.13537
2697	0.5	0.928	-90	180	0	1.21784
2698	0.5	0.928	-90	180	0	1.29957
2699	0.5	0.928	-90	180	0	1.29882
2700	0.5	0.928	-90	180	0	1.47951
2701	0.5	0.928	-90	180	0	1.38129
2702	0.5	0.928	-90	180	0	1.17661
2703	0.537	0.928	-90	180	0	1.17661
2704	0.5	0.499	-180	76.95	6.66	0.664529
2705	0.529	0.659	180	-85.95	0	0.685522
2706	0.5	0.436	-90	0	0	0.839221
2707	0.378	1.001	-90	-14.22	0	1.2021
2708	0.5	1.094	-90	4.86	0	1.24409
2711	0.5	0.499	-180	58.41	6.66	0.664529
2712	0.529	0.659	180	-84.24	0	0.685522
2713	0.5	0.436	-90	0	0	0.713262
2714	0.432	1.038	-90	161.55	0	1.34155
2715	0.64	0.852	-90	4.86	0	0.965178
2716	0.5	0.499	-180	58.41	6.66	0.664529
2717	0.5	0.499	-180	58.41	6.66	0.664529
2718	0.5	0.741	-163.44	-107.1	-0.18	0.912696
2719	0.5	0.984	-90	0	0	1.16011
2720	0.5	0.499	-180	58.41	6.66	0.664529
2721	0.529	0.659	180	-84.24	0	0.685522
2722	0.5	0.472	-90	0	0	0.977924
2723	0.306	1.038	-90	159.84	0	1.4945
2724	0.528	1	-90	4.86	0	1.31306
2725	0.5	0.499	-180	58.41	6.66	0.664529
2726	0.5	0.499	-180	58.41	6.66	0.664529
2727	0.5	0.665	-163.44	-107.1	-0.18	1.02066
2728	0.5	0.984	-90	0	0	1.16011
2729	0.55	0.63	0	84	190	0.55
2730	0.55	0.63	0	84	190	0.4983
2731	0.55	0.63	0	84	190	0.66
2732	0.5	0.55	-180	-63	10	0.726
2733	0.5	0.5	180	15.12	10.8	0.7436
2734	0.5	0.556	-180	76.95	6.66	0.65175
2735	0.5	0.556	-180	76.95	6.66	0.65175
2736	0.5	0.556	-180	76.95	6.66	0.65175
2737	0.5	0.499	-180	76.95	6.66	0.664529
2738	0.5	0.499	-180	76.95	6.66	0.664529
3072	0.5	0.6	270	270	0	0.55
3073	0.5	0.6	270	270	0	0.55
3074	0.5	0.6	270	270	0	0.55
3075	0.5	0.6	270	270	0	0.55
3076	0.5	0.6	270	270	0	0.55
3077	0.5	0.6	270	270	0	0.55
3078	0.5	0.73	270	270	0	0.55
3079	0.5	0.7	270	270	0	0.528
3080	0.5	0.6	270	270	0	0.55
3081	0.5	0.6	270	270	0	0.55
3082	0.5	0.54	270	270	0	0.55
3083	0.5	0.6	270	270	0	0.55
3084	0.5	0.6	270	270	0	0.55
3085	0.5	0.6	270	270	0	0.55
3086	0.44	0.73	270	270	0	0.55
3087	0.5	0.75	270	270	0	0.55
3088	0.5	0.9	270	270	0	0.55
3089	0.5	0.6	270	270	0	0.55
3090	0.5	0.6	270	270	0	0.55
3091	0.5	0.6	270	270	0	0.55
3092	0.5	0.6	270	270	0	0.55
3093	0.54	0.58	270	270	0	0.55
3094	0.36	0.6	-90	-90	0	0.44
3095	0.47	0.65	-90	-90	0	0.594
3096	0.47	0.57	-90	-90	0	0.594
3097	0.49	0.6	-90	-90	0	0.594
3098	0.44	0.54	-90	-90	0	0.506
3099	0.44	0.73	270	270	0	0.55
3100	0.5	0.6	270	270	0	0.55
3101	0.46	0.69	270	278	0	0.44
3102	0.44	0.6	270	270	0	0.506
3103	0.44	0.6	270	270	0	0.506
3104	0.44	0.6	270	270	0	0.506
3105	0.53	0.75	91	274	180	0.44
3106	0.501	0.69	91	274	180	0.726
3107	0.53	0.75	91	274	180	0.44
3108	0.53	0.75	91	274	180	0.33
3109	0.44	0.73	270	270	0	0.55
3110	0.54	0.58	270	270	0	0.55
3111	0.44	0.6	270	270	0	0.506
3112	0.51	0.71	-60	270	0	0.462
3113	0.44	0.6	270	270	0	0.506
3114	0.5	0.63	-70	-90	0	0.68255
3115	0.5	0.9	270	270	0	0.55
3116	0.37	0.638	270	270	0	0.72765
3117	0.426	0.638	270	270	0	0.72765
3118	0.37	0.638	270	270	0	0.72765
3119	0.37	0.638	270	270	0	0.72765
3120	0.37	0.694	270	270	0	0.72765
3121	0.37	0.657	270	270	0	0.6248
3122	0.463	0.713	270	270	0	0.5115
3123	0.436	0.713	270	270	0	0.814
3124	0.472	0.713	270	270	0	0.924
3125	0.407	0.787	270	270	0	0.93005
3126	0.37	0.712	270	270	0	0.78485
3127	0.37	0.638	270	270	0	0.836
3128	0.37	0.898	270	270	0	0.77825
3129	0.37	0.859	270	270	0	0.71665
3130	0.519	0.806	270	270	0	0.72765
3131	0.387	0.843	270	270	0	0.6039
3132	0.37	0.638	270	270	0	0.72765
3133	0.426	0.638	270	270	0	0.72765
3134	0.37	0.638	270	270	0	0.72765
3135	0.37	0.638	270	270	0	0.72765
3136	0.37	0.694	270	270	0	0.72765
3137	0.37	0.657	270	270	0	0.6248
3138	0.463	0.713	270	270	0	0.5115
3139	0.387	0.843	270	270	0	0.6039
3140	0.387	0.843	270	270	0	0.6039
3141	0.442	0.842	270	270	0	0.63154
3142	0.37	0.638	270	270	0	0.72765
3143	0.426	0.638	270	270	0	0.72765
3144	0.37	0.638	270	270	0	0.72765
3145	0.37	0.638	270	270	0	0.72765
3146	0.37	0.694	270	270	0	0.72765
3147	0.37	0.657	270	270	0	0.6248
3148	0.463	0.713	270	270	0	0.5115
3149	0.387	0.843	270	270	0	0.6039
3150	0.387	0.843	270	270	0	0.6039
3152	0.51	0.993	270	270	0	0.61
3152	0.51	0.993	270	270	0	0.782989
3153	0.492	0.991	270	-90	0	0.713262
3154	0.492	0.991	270	-90	0	0.713262
3155	0.492	0.655	270	-90	0	0.713262
3156	0.51	0.993	270	270	0	0.782989
3157	0.492	0.655	270	-90	0	0.713262
3158	0.492	0.655	270	-90	0	0.713262
3159	0.501	0.69	91	274	180	0.726
3160	0.436	0.713	270	270	0	0.814
3161	0.472	0.713	270	270	0	0.924
3162	0.407	0.787	270	270	0	0.93005
3163	0.37	0.712	270	270	0	0.78485
3164	0.37	0.638	270	270	0	0.836
3165	0.37	0.898	270	270	0	0.77825
3166	0.37	0.859	270	270	0	0.71665
3167	0.519	0.806	270	270	0	0.72765
3168	0.51	0.993	270	270	0	0.61
3169	0.51	0.993	270	270	0	0.782989
3170	0.519	0.566	270	270	10	0.654032
3171	0.519	0.566	270	270	5	0.695269
3172	0.481	0.566	270	270	5	0.834722
3173	0.519	0.566	270	270	0	0.793486
3174	0.37	0.638	270	270	0	0.72765
3175	0.426	0.638	270	270	0	0.72765
3176	0.37	0.638	270	270	0	0.72765
3177	0.37	0.638	270	270	0	0.72765
3178	0.37	0.694	270	270	0	0.72765
3179	0.37	0.657	270	270	0	0.6248
3180	0.463	0.452	270	270	0	0.5115
