0																		
95	9	119	1	1	98	20	107	31	150	104	92	29	102	25	124	117	554	564
96	9	119	1	2	176	11	188	20	150	104	170	20	183	15	124	118	554	564
97	9	119	1	3	177	90	189	102	150	104	185	78	183	97	124	119	554	564
98	9	119	1	4	195	116	207	128	150	104	200	108	201	122	124	120	554	564
99	9	119	1	5	177	148	190	159	150	104	199	153	183	153	124	121	554	564
100	10	120	0	1	30	4	44	18	111	110	54	26	37	11	127	119	558	565
101	10	120	0	2	16	214	28	225	106	129	37	219	21	220	128	119	558	565
102	10	120	0	3	115	12	126	25	126	94	133	19	120	17	129	119	558	565
103	10	120	0	4	166	203	180	217	126	145	158	209	175	208	130	119	558	565
104	10	120	0	5	240	97	250	112	145	119	231	106	243	104	131	119	558	565
105	10	120	1	1	107	61	117	72	111	110	105	57	111	67	126	120	558	565
106	10	120	1	2	64	192	72	207	106	129	78	190	68	199	126	121	558	565
107	10	120	1	3	146	69	156	84	126	94	159	79	150	76	126	122	558	565
108	10	120	1	4	191	203	199	218	126	145	200	198	194	210	126	123	558	565
109	10	120	1	5	173	96	189	107	145	119	193	106	179	101	126	124	558	565
end																		
