42	6																				
43	6																				
44	6																				
45	6																				
11	7																				
12	7																				
13	7																				
14	7																				
15	7																				
21	7																				
22	7																				
23	7																				
24	7																				
25	7																				
31	7																				
32	7																				
33	7																				
34	7																				
35	7																				
41	7																				
42	7																				
43	7																				
44	7																				
45	7																				
end																					
2																					
0	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
0	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
0	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
0	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
0	1	0	1142	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	130	230	242
0	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
0	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
0	1	3	1193	60	1	10	100	1	20	140	1	40	0	30	210	31	40	210	122	224	234
1	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
1	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
1	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
1	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
1	1	0	1141	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	129	229	241
1	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
1	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
1	1	3	1145	60	1	10	100	1	20	140	1	40	0	30	155	31	40	155	122	224	234
2	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
2	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
2	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
2	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
2	1	0	1141	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	129	229	241
2	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
2	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
2	1	3	1145	60	1	10	100	1	20	140	1	40	0	30	155	31	40	155	122	224	234
3	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
3	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
3	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
3	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
3	1	0	1146	10	1	10	35	1	20	60	1	40	0	30	161	31	40	224	132	232	244
3	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
3	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
3	1	3	1194	60	1	10	100	1	20	140	1	40	0	30	211	31	40	211	122	224	234
4	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
4	0	1	1241	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
4	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
4	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
4	1	0	1141	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	129	229	241
4	1	1	1242	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
4	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
4	1	3	1145	60	1	10	100	1	20	140	1	40	0	30	155	31	40	155	122	224	234
5	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
5	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
5	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
5	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
5	1	0	1157	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	130	230	242
5	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
5	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
5	1	3	1195	60	1	10	100	1	20	140	1	40	0	30	212	31	40	212	122	224	234
6	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
6	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
6	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
6	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
6	1	0	1141	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	129	229	241
6	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
6	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
6	1	3	1145	60	1	10	100	1	20	140	1	40	0	30	155	31	40	155	122	224	234
7	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
7	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
7	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
7	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
7	1	0	1141	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	129	229	241
7	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
7	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
7	1	3	1145	60	1	10	100	1	20	140	1	40	0	30	155	31	40	155	122	224	234
8	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
8	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
8	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
8	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
8	1	0	1142	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	130	230	242
8	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
8	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
8	1	3	1193	60	1	10	100	1	20	140	1	40	0	30	210	31	40	210	122	224	234
9	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
9	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
9	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
9	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
9	1	0	1141	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	129	229	241
9	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
9	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
9	1	3	1145	60	1	10	100	1	20	140	1	40	0	30	155	31	40	155	122	224	234
10	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
10	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
10	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
10	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
10	1	0	1142	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	130	230	242
10	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
10	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
10	1	3	1193	60	1	10	100	1	20	140	1	40	0	30	210	31	40	210	122	224	234
11	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
11	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
11	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
11	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
11	1	0	1142	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	130	230	242
11	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
11	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
11	1	3	1193	60	1	10	100	1	20	140	1	40	0	30	210	31	40	210	122	224	234
12	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
12	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
12	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
12	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
12	1	0	1142	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	130	230	242
12	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
12	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
12	1	3	1193	60	1	10	100	1	20	140	1	40	0	30	210	31	40	210	122	224	234
13	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
13	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
13	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
13	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
13	1	0	1141	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	129	229	241
13	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
13	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
13	1	3	1145	60	1	10	100	1	20	140	1	40	0	30	155	31	40	155	122	224	234
14	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
14	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
14	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
14	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
14	1	0	1142	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	130	230	242
14	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
14	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
14	1	3	1193	60	1	10	100	1	20	140	1	40	0	30	210	31	40	210	122	224	234
15	0	0	1137	20	1	10	45	1	20	65	1	40	0	30	152	31	40	222	127	227	239
15	0	1	1138	40	1	10	80	1	20	120	1	40	0	30	153	31	40	153	126	226	238
15	0	2	1139	60	1	10	100	1	20	140	1	40	0	30	154	31	40	223	133	233	245
15	0	3	1140	70	1	10	110	1	20	150	1	40	0	30	160	31	40	160	124	222	236
15	1	0	1141	10	1	10	35	1	20	60	1	40	0	30	157	31	40	224	129	229	241
15	1	1	1143	30	1	10	70	1	20	110	1	40	0	30	158	31	40	158	126	226	238
15	1	2	1144	50	1	10	90	1	20	130	1	40	0	30	159	31	40	225	131	231	243
15	1	3	1145	60	1	10	100	1	20	140	1	40	0	30	155	31	40	155	122	224	234
end																					
